area_type,availability,Location,society,Area,Bathroom,balcony,Price,Bhk
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Balagere,Soestin,1210.0,2.0,1.0,80.9,2
Super built-up  Area,Ready To Move,Balagere,Soresea,1205.0,2.0,1.0,78.5,2
Super built-up  Area,17-Sep,Balagere,HiqueMa,1145.0,2.0,2.0,65.0,2
Super built-up  Area,19-Dec,Balagere,Soresea,1012.0,2.0,1.0,54.59,2
Super built-up  Area,18-Jul,Balagere,Soresea,1020.07,2.0,1.0,68.38,2
Super built-up  Area,18-Jul,Balagere,Soresea,1205.47,2.0,1.0,81.0,2
Super built-up  Area,20-Jan,Balagere,Soresea,1007.0,2.0,1.0,65.0,2
Super built-up  Area,17-Jun,Balagere,Soresea,1205.0,2.0,1.0,70.0,2
Super built-up  Area,18-Jul,Balagere,Soresea,1210.0,2.0,1.0,74.0,2
Super built-up  Area,Ready To Move,Balagere,Soresea,1210.0,2.0,1.0,83.0,2
Built-up  Area,17-May,Balagere,Soresea,675.0,1.0,1.0,45.0,1
Super built-up  Area,Ready To Move,Balagere,Soresea,656.0,1.0,1.0,43.0,1
Super built-up  Area,19-Dec,Balagere,Soresea,1012.0,2.0,1.0,54.59,2
Super built-up  Area,18-Dec,Balagere,Soresea,1012.0,2.0,1.0,64.0,2
Super built-up  Area,Ready To Move,Balagere,Soresea,1007.0,2.0,1.0,62.0,2
Built-up  Area,Ready To Move,Balagere,Soresea,1007.0,2.0,1.0,67.0,2
Super built-up  Area,Ready To Move,Balagere,Soresea,1007.0,2.0,1.0,66.0,2
Super built-up  Area,18-May,Balagere,Soresea,1210.0,2.0,1.0,69.0,2
Super built-up  Area,18-Apr,Balagere,Soresea,1012.0,2.0,1.0,65.0,2
Super built-up  Area,20-Jan,Balagere,Soresea,656.0,1.0,1.0,38.77,1
Super built-up  Area,18-May,Balagere,Soresea,645.0,1.0,1.0,39.0,1
Built-up  Area,18-Jan,Balagere,Soresea,645.0,1.0,1.0,41.0,1
Super built-up  Area,18-Nov,Balagere,Soresea,1210.0,2.0,1.0,82.0,2
Super built-up  Area,20-Jan,Balagere,Soresea,1205.0,2.0,1.0,73.87,2
Super built-up  Area,18-Mar,Balagere,Soresea,1012.0,2.0,1.0,70.0,2
Super built-up  Area,18-Dec,Balagere,Soresea,1007.0,2.0,1.0,68.0,2
Super built-up  Area,17-Oct,Balagere,Soresea,1205.0,2.0,1.0,67.0,2
Super built-up  Area,Ready To Move,Balagere,Soresea,1205.0,2.0,1.0,79.0,2
Built-up  Area,Ready To Move,Balagere,Soresea,1012.0,2.0,1.0,68.0,2
Built-up  Area,Ready To Move,Banashankari,Skave E,1300.0,2.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3.0,2.0,115.0,3
Built-up  Area,Ready To Move,Banashankari,Koestpt,1125.0,2.0,1.0,63.0,2
Super built-up  Area,18-May,Banashankari,Bregae ,1310.0,2.0,2.0,80.0,2
Super built-up  Area,18-Jul,Banashankari,Rallse ,2600.0,4.0,1.0,135.0,3
Super built-up  Area,Ready To Move,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2
Built-up  Area,Ready To Move,Banashankari,Naashi ,1350.0,2.0,0.0,83.0,3
Super built-up  Area,Ready To Move,Banashankari,Sriseva,1400.0,2.0,1.0,78.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1700.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1390.0,2.0,2.0,86.0,2
Super built-up  Area,Ready To Move,Banashankari,Ajacea ,1460.0,2.0,3.0,70.0,2
Super built-up  Area,Ready To Move,Banashankari,Koestpt,1200.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1290.0,2.0,2.0,80.0,2
Built-up  Area,Ready To Move,Banashankari,Sksia A,1186.0,2.0,3.0,65.0,2
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1330.0,2.0,2.0,77.0,2
Super built-up  Area,Ready To Move,Banashankari,Goeesem,1185.0,2.0,2.0,67.0,2
Super built-up  Area,18-May,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1310.0,2.0,2.0,80.43,2
Super built-up  Area,18-Apr,Banashankari,Bregae ,1430.0,2.0,2.0,87.8,2
Built-up  Area,Ready To Move,Banashankari,Sksia A,1540.0,3.0,3.0,80.0,3
Built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Banashankari,Vimesar,1750.0,2.0,2.0,89.0,3
Super built-up  Area,18-Apr,Banashankari,Bregae ,1770.0,3.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Banashankari,SuentAp,1100.0,2.0,1.0,63.0,2
Super built-up  Area,Ready To Move,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2
Super built-up  Area,Ready To Move,Banashankari,Sksia A,1426.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,NadelCi,1050.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1170.0,2.0,1.0,66.0,3
Super built-up  Area,21-Feb,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,33.32,1
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,1.0,90.0,3
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,1556.0,2.0,1.0,59.13,3
Super built-up  Area,19-Feb,Bannerghatta Road,Hiatei ,1179.0,2.0,1.0,66.02,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1400.0,2.0,2.0,78.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,PrliaRe,1654.0,3.0,2.0,100.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,2.0,72.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Hiate F,1200.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Leate O,1760.0,3.0,2.0,67.0,3
Super built-up  Area,19-Dec,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,31.83,1
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1255.0,2.0,2.0,65.26,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1550.0,3.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1550.0,3.0,2.0,82.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Siaraa ,1550.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,Haaceal,912.0,2.0,1.0,55.0,2
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,65.12,2
Built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1600.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1275.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Ceise P,892.0,2.0,1.0,39.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1880.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1260.0,2.0,2.0,70.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Dhncyud,1788.0,3.0,2.0,90.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,Saavenc,950.0,2.0,0.0,38.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,PrliaRe,1220.0,2.0,1.0,80.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,PrarePa,1130.0,2.0,2.0,78.0,2
Super built-up  Area,19-Jan,Bannerghatta Road,Hiatei ,1486.0,3.0,1.0,83.22,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,Bhhmi L,1015.0,2.0,0.0,48.0,2
Super built-up  Area,21-Dec,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,61.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Gundaa ,1136.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1200.0,2.0,2.0,69.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1465.0,2.0,1.0,76.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Shissut,1200.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,MNikaas,1240.0,2.0,1.0,65.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Pyvenas,1100.0,2.0,2.0,52.0,3
Super built-up  Area,18-Dec,Bannerghatta Road,Uncioe ,1268.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1450.0,2.0,2.0,87.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,960.0,2.0,3.0,58.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1275.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Amarere,1305.0,2.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
Super built-up  Area,19-Jun,Bannerghatta Road,Saenett,1894.0,3.0,1.0,115.0,3
Super built-up  Area,18-Sep,Bannerghatta Road,DSnjh S,1655.0,2.0,2.0,62.89,3
Super built-up  Area,21-Dec,Bannerghatta Road,Hiatei ,1693.0,3.0,2.0,89.0,3
Super built-up  Area,17-Sep,Bannerghatta Road,GRarken,1280.0,2.0,2.0,60.16,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Anineu ,3230.0,5.0,0.0,165.0,4
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1365.0,3.0,1.0,76.18,3
Super built-up  Area,Ready To Move,Bannerghatta Road,PrarePa,1115.0,2.0,2.0,78.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Guranya,1535.0,3.0,3.0,60.0,3
Built-up  Area,18-Mar,Bannerghatta Road,SNity S,1655.0,3.0,3.0,90.0,3
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,1247.0,2.0,1.0,47.39,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,905.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,2185.0,3.0,3.0,120.0,4
Super built-up  Area,Ready To Move,Bannerghatta Road,Gundaa ,1012.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,1725.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1340.0,2.0,3.0,85.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2.0,3.0,81.0,3
Super built-up  Area,21-Dec,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,61.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Saavenc,1250.0,2.0,0.0,48.0,2
Super built-up  Area,19-Jul,Bannerghatta Road,Uncioe ,1640.0,3.0,2.0,105.0,3
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,1656.0,2.0,1.0,62.93,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1660.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1880.0,3.0,2.0,96.5,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1550.0,3.0,2.0,96.0,3
Super built-up  Area,22-Jan,Bannerghatta Road,PrarePa,1200.0,2.0,2.0,78.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1450.0,2.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Baanise,700.0,1.0,1.0,31.2,1
Super built-up  Area,Ready To Move,Bannerghatta Road,Guranya,1630.0,3.0,3.0,68.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1400.0,3.0,2.0,69.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,905.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1465.0,2.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1920.0,3.0,3.0,122.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2.0,3.0,80.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1270.0,2.0,1.0,73.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1846.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1655.0,3.0,3.0,95.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,1206.0,2.0,3.0,53.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Amarere,1150.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1215.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1510.0,2.0,3.0,110.0,3
Super built-up  Area,18-Sep,Bannerghatta Road,DSnjh S,1246.0,2.0,2.0,47.35,2
Carpet  Area,Ready To Move,Bannerghatta Road,Vemit S,1470.0,2.0,1.0,85.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,970.0,2.0,1.0,57.0,2
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1779.0,3.0,2.0,89.61,3
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1945.0,3.0,2.0,97.42,3
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1880.0,3.0,2.0,94.36,3
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1636.0,2.0,2.0,82.89,2
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1779.0,3.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Battarahalli,SraveHi,1516.0,3.0,3.0,65.0,3
Super built-up  Area,19-Dec,Battarahalli,PaontWa,2082.0,3.0,2.0,104.0,3
Super built-up  Area,19-Jan,Battarahalli,PaontWa,2024.0,3.0,2.0,103.0,3
Super built-up  Area,Ready To Move,Battarahalli,SraveHi,1097.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Begur,Prntsrt,1664.0,4.0,3.0,65.0,4
Super built-up  Area,Ready To Move,Begur,Arera V,1419.0,2.0,2.0,59.0,3
Built-up  Area,Ready To Move,Begur,Vantspa,1580.0,3.0,2.0,75.0,3
Super built-up  Area,18-Apr,Begur,Arera V,1445.0,2.0,2.0,47.1,3
Built-up  Area,Ready To Move,Begur,Arhtsth,1475.0,2.0,2.0,74.0,3
Built-up  Area,Ready To Move,Begur,Duity C,3500.0,4.0,2.0,185.0,3
Super built-up  Area,Ready To Move,Begur,Viodspr,1100.0,2.0,2.0,55.0,2
Built-up  Area,Ready To Move,Begur,Arntyi ,1306.0,2.0,3.0,65.0,2
Super built-up  Area,Ready To Move,Begur,Spews L,1304.0,3.0,0.0,65.0,3
Super built-up  Area,18-Apr,Begur,Arera V,1411.0,2.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Begur,Prorath,815.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Begur,Arera V,1443.0,2.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,46.8,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,54.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,59.76,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,43.2,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,44.08,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,53.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1260.0,2.0,2.0,46.62,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,44.42,3
Super built-up  Area,Ready To Move,Begur Road,MJilayl,1500.0,2.0,3.0,70.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,52.17,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,58.0,3
Super built-up  Area,19-Aug,Begur Road,Pruthg ,1583.0,3.0,1.0,74.4,3
Super built-up  Area,Ready To Move,Begur Road,Visic C,1170.0,2.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.92,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,52.17,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,50.06,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,59.76,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.0,2
Built-up  Area,Ready To Move,Begur Road,Dhalsh ,1400.0,2.0,3.0,50.06,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,53.58,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,42.6,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Begur Road,Nihtsur,1334.0,2.0,3.0,42.69,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,57.91,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,45.6,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1215.0,2.0,2.0,43.13,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,36.54,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,50.87,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.4,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,49.3,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,49.34,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,56.34,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1240.0,2.0,2.0,45.88,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,44.42,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,47.25,3
Built-up  Area,Ready To Move,Begur Road,Dhalsh ,1100.0,2.0,2.0,42.6,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,57.91,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.4,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,36.54,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1215.0,2.0,1.0,43.75,2
Built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.73,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,54.99,3
Super built-up  Area,Ready To Move,Bellandur,Ocavees,1250.0,2.0,1.0,76.0,2
Super built-up  Area,Ready To Move,Bellandur,Sronda ,1000.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Bellandur,Krine O,921.0,2.0,2.0,40.0,2
Super built-up  Area,17-Oct,Bellandur,NiCodCa,2025.0,4.0,3.0,109.0,4
Super built-up  Area,Ready To Move,Bellandur,AkonyHa,1490.0,2.0,2.0,98.0,3
Built-up  Area,Ready To Move,Bellandur,Itnaia ,1398.0,3.0,1.0,68.0,3
Super built-up  Area,Ready To Move,Bellandur,Maonsrn,1692.0,3.0,2.0,88.0,3
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1299.0,2.0,2.0,82.0,2
Super built-up  Area,Ready To Move,Bellandur,Trows M,900.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Bellandur,Amivace,1457.0,2.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Bellandur,Kritel ,1050.0,2.0,2.0,72.0,2
Built-up  Area,Ready To Move,Bellandur,Vaodssh,3600.0,4.0,0.0,260.0,4
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,1310.0,2.0,2.0,72.0,2
Super built-up  Area,Ready To Move,Bellandur,Krala D,1785.0,3.0,3.0,118.0,3
Super built-up  Area,Ready To Move,Bellandur,Soodsa ,1051.0,2.0,2.0,60.0,2
Built-up  Area,Ready To Move,Bellandur,Srthaa ,1450.0,3.0,1.0,68.0,3
Super built-up  Area,18-Mar,Bellandur,NiCodCa,1685.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Bellandur,Sronda ,982.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Bellandur,MancyRe,1063.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,1325.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1281.0,2.0,2.0,87.0,2
Super built-up  Area,Ready To Move,Bellandur,SRageri,1200.0,2.0,1.0,52.0,2
Built-up  Area,Ready To Move,Bellandur,Krala D,1785.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Bellandur,DSpazTo,1088.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Bellandur,Trows M,1310.0,2.0,2.0,85.0,2
Built-up  Area,Ready To Move,Bellandur,Ocavees,1465.0,3.0,3.0,90.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1767.0,3.0,2.0,109.0,3
Super built-up  Area,Ready To Move,Bellandur,Srdids ,1150.0,2.0,1.0,69.44,2
Super built-up  Area,Ready To Move,Bellandur,Krala D,1410.0,3.0,2.0,92.0,2
Super built-up  Area,Ready To Move,Bellandur,Goner C,1015.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Bellandur,BhreeBa,2500.0,4.0,2.0,112.0,3
Super built-up  Area,18-Jan,Bellandur,NiCodCa,1685.0,3.0,3.0,101.0,3
Built-up  Area,18-Jul,Bellandur,NiCodCa,1685.0,3.0,3.0,115.0,3
Super built-up  Area,Ready To Move,Bellandur,Goner C,1049.0,2.0,1.0,51.0,2
Built-up  Area,Ready To Move,Bellandur,DSsorin,1350.0,2.0,1.0,63.0,3
Super built-up  Area,Ready To Move,Bellandur,CVnetnc,1420.0,3.0,2.0,62.0,3
Super built-up  Area,Ready To Move,Bellandur,Krine O,1200.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1767.0,3.0,2.0,89.0,3
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,89.0,3
Super built-up  Area,Ready To Move,Bellandur,BhreeBa,2400.0,3.0,2.0,115.0,3
Built-up  Area,Ready To Move,Bellandur,Srure S,960.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Bellandur,Krala D,1690.0,2.0,2.0,116.0,3
Built-up  Area,Ready To Move,Bellandur,Srure S,850.0,2.0,1.0,45.0,2
Super built-up  Area,19-Jul,Bellandur,Thesseg,1454.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,91.86,3
Super built-up  Area,Ready To Move,Bellandur,SRageri,1195.0,2.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,89.89,3
Super built-up  Area,18-Aug,Bellandur,NiCodCa,1260.0,2.0,2.0,83.5,2
Super built-up  Area,Ready To Move,Bellandur,Goner C,1047.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1322.0,2.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,74.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,1432.0,2.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1328.0,2.0,2.0,69.0,2
Super built-up  Area,18-Mar,Bhoganhalli,Rosha I,1670.0,3.0,1.0,99.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1718.0,3.0,2.0,90.2,3
Super built-up  Area,18-Apr,Bhoganhalli,Rosha I,1444.0,2.0,1.0,75.97,2
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
Built-up  Area,Ready To Move,Bhoganhalli,Prsun S,1700.0,3.0,2.0,126.0,3
Super built-up  Area,18-May,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1610.0,3.0,1.0,84.53,3
Super built-up  Area,18-Mar,Bhoganhalli,Rosha I,1974.0,4.0,0.0,106.0,4
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2171.0,4.0,2.0,111.0,4
Super built-up  Area,Ready To Move,Bhoganhalli,Pride S,1760.0,3.0,2.0,127.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,2.0,111.0,4
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
Super built-up  Area,Ready To Move,Bhoganhalli,Prsun S,1949.0,3.0,2.0,129.0,3
Super built-up  Area,Ready To Move,Bhoganhalli,Pride S,1760.0,3.0,2.0,128.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
Super built-up  Area,Ready To Move,Bhoganhalli,Pride S,2439.0,4.0,3.0,185.0,4
Super built-up  Area,Ready To Move,Bhoganhalli,Amconi ,1395.0,2.0,2.0,70.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4
